Gene	Term	GLMNET_coefficients	lambda_min
ENST00000517838.6	127855154:127855156	0	2.08854813051326
ENST00000517838.6	128031958:128031960	0	2.08854813051326
ENST00000517838.6	128074072:128074074	0	2.08854813051326
ENST00000517838.6	127816827:127816829	0	2.08854813051326
ENST00000517838.6	127851933:127851935	0	2.08854813051326
ENST00000517838.6	127932464:127932466	0	2.08854813051326
ENST00000517838.6	128070161:128070163	0	2.08854813051326
ENST00000517838.6	128070159:128070161	0	2.08854813051326
ENST00000517838.6	127890588:127890590	0	2.08854813051326
ENST00000517838.6	128049584:128049586	0	2.08854813051326
ENST00000517838.6	128096517:128096519	0	2.08854813051326
ENST00000517838.6	127932052:127932054	0	2.08854813051326
ENST00000517838.6	127855162:127855164	0	2.08854813051326
ENST00000517838.6	127932027:127932029	0	2.08854813051326
ENST00000517838.6	128038916:128038918	0	2.08854813051326
ENST00000517838.6	127881800:127881802	0	2.08854813051326
ENST00000517838.6	128080302:128080304	0	2.08854813051326
ENST00000517838.6	128049587:128049589	0	2.08854813051326
ENST00000517838.6	128048447:128048449	0	2.08854813051326
ENST00000517838.6	127989161:127989163	0	2.08854813051326
ENST00000517838.6	127902455:127902457	0	2.08854813051326
ENST00000517838.6	127819908:127819910	0	2.08854813051326
ENST00000517838.6	127996560:127996562	0	2.08854813051326
ENST00000517838.6	128096520:128096522	-2.25684417373966	2.08854813051326
ENST00000517838.6	128074069:128074071	0	2.08854813051326
ENST00000518528.2	(Intercept)	-5.96433111944371	2.53392632933931
ENST00000518528.2	127818899:127818901	0	2.53392632933931
ENST00000518528.2	127882061:127882063	0	2.53392632933931
ENST00000518528.2	128100979:128100981	0	2.53392632933931
ENST00000518528.2	127803149:127803151	0	2.53392632933931
ENST00000518528.2	128082752:128082754	0	2.53392632933931
ENST00000518528.2	127854727:127854729	0	2.53392632933931
ENST00000518528.2	128069068:128069070	0	2.53392632933931
ENST00000518528.2	128099369:128099371	0	2.53392632933931
ENST00000518528.2	128031057:128031059	0	2.53392632933931
ENST00000518528.2	127855154:127855156	0	2.53392632933931
ENST00000518528.2	128031958:128031960	0	2.53392632933931
ENST00000518528.2	128074072:128074074	0	2.53392632933931
ENST00000518528.2	127816827:127816829	0	2.53392632933931
ENST00000518528.2	127851933:127851935	0	2.53392632933931
ENST00000518528.2	127932464:127932466	0	2.53392632933931
ENST00000518528.2	128070161:128070163	0	2.53392632933931
ENST00000518528.2	128070159:128070161	0	2.53392632933931
ENST00000518528.2	127890588:127890590	0	2.53392632933931
ENST00000518528.2	128049584:128049586	0	2.53392632933931
ENST00000518528.2	128096517:128096519	0	2.53392632933931
ENST00000518528.2	127932052:127932054	0	2.53392632933931
ENST00000518528.2	127855162:127855164	0	2.53392632933931
ENST00000518528.2	127932027:127932029	0	2.53392632933931
ENST00000518528.2	128038916:128038918	0	2.53392632933931
ENST00000518528.2	127881800:127881802	-3.01341883486366e-14	2.53392632933931
ENST00000518528.2	128080302:128080304	0	2.53392632933931
ENST00000518528.2	128049587:128049589	0	2.53392632933931
ENST00000518528.2	128048447:128048449	0	2.53392632933931
ENST00000518528.2	127989161:127989163	0	2.53392632933931
ENST00000518528.2	127902455:127902457	0	2.53392632933931
ENST00000518528.2	127819908:127819910	0	2.53392632933931
ENST00000518528.2	127996560:127996562	0	2.53392632933931
ENST00000518528.2	128096520:128096522	0	2.53392632933931
ENST00000518528.2	128074069:128074071	0	2.53392632933931
ENST00000520913.2	(Intercept)	-14.7231083460407	2.7067387210403
ENST00000520913.2	127818899:127818901	0	2.7067387210403
ENST00000520913.2	127882061:127882063	0	2.7067387210403
ENST00000520913.2	128100979:128100981	0	2.7067387210403
ENST00000520913.2	127803149:127803151	0	2.7067387210403
ENST00000520913.2	128082752:128082754	0	2.7067387210403
ENST00000520913.2	127854727:127854729	0	2.7067387210403
ENST00000520913.2	128069068:128069070	0	2.7067387210403
ENST00000520913.2	128099369:128099371	10.0599607717746	2.7067387210403
ENST00000520913.2	128031057:128031059	0	2.7067387210403
ENST00000520913.2	127855154:127855156	0	2.7067387210403
ENST00000520913.2	128031958:128031960	0	2.7067387210403
ENST00000520913.2	128074072:128074074	0	2.7067387210403
ENST00000520913.2	127816827:127816829	0	2.7067387210403
ENST00000520913.2	127851933:127851935	0	2.7067387210403
ENST00000520913.2	127932464:127932466	0	2.7067387210403
ENST00000520913.2	128070161:128070163	0	2.7067387210403
ENST00000520913.2	128070159:128070161	0	2.7067387210403
ENST00000520913.2	127890588:127890590	0	2.7067387210403
ENST00000520913.2	128049584:128049586	0	2.7067387210403
ENST00000520913.2	128096517:128096519	0	2.7067387210403
ENST00000520913.2	127932052:127932054	0	2.7067387210403
ENST00000520913.2	127855162:127855164	0	2.7067387210403
ENST00000520913.2	127932027:127932029	0	2.7067387210403
ENST00000520913.2	128038916:128038918	0	2.7067387210403
ENST00000520913.2	127881800:127881802	0	2.7067387210403
ENST00000520913.2	128080302:128080304	0	2.7067387210403
ENST00000520913.2	128049587:128049589	0	2.7067387210403
ENST00000520913.2	128048447:128048449	0	2.7067387210403
ENST00000520913.2	127989161:127989163	0	2.7067387210403
ENST00000520913.2	127902455:127902457	0	2.7067387210403
ENST00000520913.2	127819908:127819910	0	2.7067387210403
ENST00000520913.2	127996560:127996562	0	2.7067387210403
ENST00000520913.2	128096520:128096522	0	2.7067387210403
ENST00000520913.2	128074069:128074071	0	2.7067387210403
ENST00000521122.2	(Intercept)	114.861682348332	0.978202431206362
ENST00000521122.2	127818899:127818901	0	0.978202431206362
ENST00000521122.2	127882061:127882063	0	0.978202431206362
ENST00000521122.2	128100979:128100981	0	0.978202431206362
ENST00000521122.2	127803149:127803151	17.6180661020244	0.978202431206362
ENST00000521122.2	128082752:128082754	0	0.978202431206362
ENST00000521122.2	127854727:127854729	-57.6680754035518	0.978202431206362
ENST00000521122.2	128069068:128069070	-18.5832543846883	0.978202431206362
ENST00000521122.2	128099369:128099371	0	0.978202431206362
ENST00000521122.2	128031057:128031059	0	0.978202431206362
ENST00000521122.2	127855154:127855156	-13.4641910895611	0.978202431206362
ENST00000521122.2	128031958:128031960	-5.25671695267882	0.978202431206362
ENST00000521122.2	128074072:128074074	0	0.978202431206362
ENST00000521122.2	127816827:127816829	0	0.978202431206362
ENST00000521122.2	127851933:127851935	0	0.978202431206362
ENST00000521122.2	127932464:127932466	0	0.978202431206362
ENST00000521122.2	128070161:128070163	0	0.978202431206362
ENST00000521122.2	128070159:128070161	-3.03460779418659	0.978202431206362
ENST00000521122.2	127890588:127890590	0	0.978202431206362
ENST00000521122.2	128049584:128049586	0	0.978202431206362
ENST00000521122.2	128096517:128096519	0	0.978202431206362
ENST00000521122.2	127932052:127932054	0	0.978202431206362
ENST00000521122.2	127855162:127855164	-18.502362866822	0.978202431206362
ENST00000521122.2	127932027:127932029	0	0.978202431206362
ENST00000521122.2	128038916:128038918	0	0.978202431206362
ENST00000521122.2	127881800:127881802	0	0.978202431206362
ENST00000521122.2	128080302:128080304	0	0.978202431206362
ENST00000521122.2	128049587:128049589	0	0.978202431206362
ENST00000521122.2	128048447:128048449	-25.3719914758301	0.978202431206362
ENST00000521122.2	127989161:127989163	24.1229834949731	0.978202431206362
ENST00000521122.2	127902455:127902457	-19.6450302710693	0.978202431206362
ENST00000521122.2	127819908:127819910	0	0.978202431206362
ENST00000521122.2	127996560:127996562	-0.316139452838804	0.978202431206362
ENST00000521122.2	128096520:128096522	0	0.978202431206362
ENST00000521122.2	128074069:128074071	0	0.978202431206362
ENST00000521600.5	(Intercept)	-10.457550459157	1.34785576974118
ENST00000521600.5	127818899:127818901	0	1.34785576974118
ENST00000521600.5	127882061:127882063	0	1.34785576974118
ENST00000521600.5	128100979:128100981	0	1.34785576974118
ENST00000521600.5	127803149:127803151	0	1.34785576974118
ENST00000521600.5	128082752:128082754	0	1.34785576974118
ENST00000521600.5	127854727:127854729	0	1.34785576974118
ENST00000521600.5	128069068:128069070	0	1.34785576974118
ENST00000521600.5	128099369:128099371	0	1.34785576974118
ENST00000521600.5	128031057:128031059	0	1.34785576974118
ENST00000521600.5	127855154:127855156	0	1.34785576974118
ENST00000521600.5	128031958:128031960	0	1.34785576974118
ENST00000521600.5	128074072:128074074	0	1.34785576974118
ENST00000521600.5	127816827:127816829	0	1.34785576974118
ENST00000521600.5	127851933:127851935	0	1.34785576974118
ENST00000521600.5	127932464:127932466	0	1.34785576974118
ENST00000521600.5	128070161:128070163	0	1.34785576974118
ENST00000521600.5	128070159:128070161	0	1.34785576974118
ENST00000521600.5	127890588:127890590	0	1.34785576974118
ENST00000521600.5	128049584:128049586	0	1.34785576974118
ENST00000521600.5	128096517:128096519	0	1.34785576974118
ENST00000521600.5	127932052:127932054	0	1.34785576974118
ENST00000521600.5	127855162:127855164	0	1.34785576974118
ENST00000521600.5	127932027:127932029	0	1.34785576974118
ENST00000521600.5	128038916:128038918	0	1.34785576974118
ENST00000521600.5	127881800:127881802	0	1.34785576974118
ENST00000521600.5	128080302:128080304	0	1.34785576974118
ENST00000521600.5	128049587:128049589	0	1.34785576974118
ENST00000521600.5	128048447:128048449	0	1.34785576974118
ENST00000521600.5	127989161:127989163	0	1.34785576974118
ENST00000521600.5	127902455:127902457	0	1.34785576974118
ENST00000521600.5	127819908:127819910	0	1.34785576974118
ENST00000521600.5	127996560:127996562	0	1.34785576974118
ENST00000521600.5	128096520:128096522	0	1.34785576974118
ENST00000521600.5	128074069:128074071	0	1.34785576974118
ENST00000521951.1	(Intercept)	33.544469559239	1.68849777960905
ENST00000521951.1	127818899:127818901	0	1.68849777960905
ENST00000521951.1	127882061:127882063	0	1.68849777960905
ENST00000521951.1	128100979:128100981	0	1.68849777960905
ENST00000521951.1	127803149:127803151	0	1.68849777960905
ENST00000521951.1	128082752:128082754	-6.93859969499125	1.68849777960905
ENST00000521951.1	127854727:127854729	0	1.68849777960905
ENST00000521951.1	128069068:128069070	-2.78716578411382	1.68849777960905
ENST00000521951.1	128099369:128099371	0	1.68849777960905
ENST00000521951.1	128031057:128031059	0	1.68849777960905
ENST00000521951.1	127855154:127855156	0	1.68849777960905
ENST00000521951.1	128031958:128031960	0	1.68849777960905
ENST00000521951.1	128074072:128074074	0	1.68849777960905
ENST00000521951.1	127816827:127816829	-25.9141428816246	1.68849777960905
ENST00000521951.1	127851933:127851935	0	1.68849777960905
ENST00000521951.1	127932464:127932466	0	1.68849777960905
ENST00000521951.1	128070161:128070163	0	1.68849777960905
ENST00000521951.1	128070159:128070161	0	1.68849777960905
ENST00000521951.1	127890588:127890590	0	1.68849777960905
ENST00000521951.1	128049584:128049586	0	1.68849777960905
ENST00000521951.1	128096517:128096519	0	1.68849777960905
ENST00000521951.1	127932052:127932054	0	1.68849777960905
ENST00000521951.1	127855162:127855164	0	1.68849777960905
ENST00000521951.1	127932027:127932029	0	1.68849777960905
ENST00000521951.1	128038916:128038918	0	1.68849777960905
ENST00000521951.1	127881800:127881802	0	1.68849777960905
ENST00000521951.1	128080302:128080304	0	1.68849777960905
ENST00000521951.1	128049587:128049589	0	1.68849777960905
ENST00000521951.1	128048447:128048449	0	1.68849777960905
ENST00000521951.1	127989161:127989163	0	1.68849777960905
ENST00000521951.1	127902455:127902457	0	1.68849777960905
ENST00000521951.1	127819908:127819910	0	1.68849777960905
ENST00000521951.1	127996560:127996562	0	1.68849777960905
ENST00000521951.1	128096520:128096522	0	1.68849777960905
ENST00000521951.1	128074069:128074071	0	1.68849777960905
ENST00000522414.2	(Intercept)	30.1600639327402	2.03110023455028
ENST00000522414.2	127818899:127818901	0	2.03110023455028
ENST00000522414.2	127882061:127882063	0	2.03110023455028
ENST00000522414.2	128100979:128100981	0	2.03110023455028
ENST00000522414.2	127803149:127803151	0	2.03110023455028
ENST00000522414.2	128082752:128082754	0	2.03110023455028
ENST00000522414.2	127854727:127854729	0	2.03110023455028
ENST00000522414.2	128069068:128069070	0	2.03110023455028
ENST00000522414.2	128099369:128099371	0	2.03110023455028
ENST00000522414.2	128031057:128031059	0	2.03110023455028
ENST00000522414.2	127855154:127855156	-2.59063444515368	2.03110023455028
ENST00000522414.2	128031958:128031960	0	2.03110023455028
ENST00000522414.2	128074072:128074074	0	2.03110023455028
ENST00000522414.2	127816827:127816829	0	2.03110023455028
ENST00000522414.2	127851933:127851935	0	2.03110023455028
ENST00000522414.2	127932464:127932466	0	2.03110023455028
ENST00000522414.2	128070161:128070163	0	2.03110023455028
ENST00000522414.2	128070159:128070161	0	2.03110023455028
ENST00000522414.2	127890588:127890590	0	2.03110023455028
ENST00000522414.2	128049584:128049586	-26.2986176531018	2.03110023455028
ENST00000522414.2	128096517:128096519	0	2.03110023455028
ENST00000522414.2	127932052:127932054	0	2.03110023455028
ENST00000522414.2	127855162:127855164	0	2.03110023455028
ENST00000522414.2	127932027:127932029	0	2.03110023455028
ENST00000522414.2	128038916:128038918	0	2.03110023455028
ENST00000522414.2	127881800:127881802	0	2.03110023455028
ENST00000522414.2	128080302:128080304	0	2.03110023455028
ENST00000522414.2	128049587:128049589	-9.29816396287416	2.03110023455028
ENST00000522414.2	128048447:128048449	0	2.03110023455028
ENST00000522414.2	127989161:127989163	0	2.03110023455028
ENST00000522414.2	127902455:127902457	0	2.03110023455028
ENST00000522414.2	127819908:127819910	0	2.03110023455028
ENST00000522414.2	127996560:127996562	0	2.03110023455028
ENST00000522414.2	128096520:128096522	0	2.03110023455028
ENST00000522414.2	128074069:128074071	0	2.03110023455028
ENST00000522875.5	(Intercept)	-4.90430754522899	2.81361776830418
ENST00000522875.5	127818899:127818901	0	2.81361776830418
ENST00000522875.5	127882061:127882063	0	2.81361776830418
ENST00000522875.5	128100979:128100981	0	2.81361776830418
ENST00000522875.5	127803149:127803151	0	2.81361776830418
ENST00000522875.5	128082752:128082754	0	2.81361776830418
ENST00000522875.5	127854727:127854729	0	2.81361776830418
ENST00000522875.5	128069068:128069070	0	2.81361776830418
ENST00000522875.5	128099369:128099371	0	2.81361776830418
ENST00000522875.5	128031057:128031059	0	2.81361776830418
ENST00000522875.5	127855154:127855156	0	2.81361776830418
ENST00000522875.5	128031958:128031960	0	2.81361776830418
ENST00000522875.5	128074072:128074074	0	2.81361776830418
ENST00000522875.5	127816827:127816829	0	2.81361776830418
ENST00000522875.5	127851933:127851935	0	2.81361776830418
ENST00000522875.5	127932464:127932466	0	2.81361776830418
ENST00000522875.5	128070161:128070163	0	2.81361776830418
ENST00000522875.5	128070159:128070161	0	2.81361776830418
ENST00000522875.5	127890588:127890590	0	2.81361776830418
ENST00000522875.5	128049584:128049586	0	2.81361776830418
ENST00000522875.5	128096517:128096519	0	2.81361776830418
ENST00000522875.5	127932052:127932054	0	2.81361776830418
ENST00000522875.5	127855162:127855164	0	2.81361776830418
ENST00000522875.5	127932027:127932029	0	2.81361776830418
ENST00000522875.5	128038916:128038918	0	2.81361776830418
ENST00000522875.5	127881800:127881802	0	2.81361776830418
ENST00000522875.5	128080302:128080304	0	2.81361776830418
ENST00000522875.5	128049587:128049589	0	2.81361776830418
ENST00000522875.5	128048447:128048449	0	2.81361776830418
ENST00000522875.5	127989161:127989163	0	2.81361776830418
ENST00000522875.5	127902455:127902457	0	2.81361776830418
ENST00000522875.5	127819908:127819910	0	2.81361776830418
ENST00000522875.5	127996560:127996562	0	2.81361776830418
ENST00000522875.5	128096520:128096522	0	2.81361776830418
ENST00000522875.5	128074069:128074071	0	2.81361776830418
ENST00000522963.6	(Intercept)	-7.94026166240907	2.03324469153682
ENST00000522963.6	127818899:127818901	0	2.03324469153682
ENST00000522963.6	127882061:127882063	0	2.03324469153682
ENST00000522963.6	128100979:128100981	0	2.03324469153682
ENST00000522963.6	127803149:127803151	0	2.03324469153682
ENST00000522963.6	128082752:128082754	0	2.03324469153682
ENST00000522963.6	127854727:127854729	0	2.03324469153682
ENST00000522963.6	128069068:128069070	0	2.03324469153682
ENST00000522963.6	128099369:128099371	0	2.03324469153682
ENST00000522963.6	128031057:128031059	0	2.03324469153682
ENST00000522963.6	127855154:127855156	0	2.03324469153682
ENST00000522963.6	128031958:128031960	0	2.03324469153682
ENST00000522963.6	128074072:128074074	0	2.03324469153682
ENST00000522963.6	127816827:127816829	0	2.03324469153682
ENST00000522963.6	127851933:127851935	0	2.03324469153682
ENST00000522963.6	127932464:127932466	0	2.03324469153682
ENST00000522963.6	128070161:128070163	0	2.03324469153682
ENST00000522963.6	128070159:128070161	0	2.03324469153682
ENST00000522963.6	127890588:127890590	0	2.03324469153682
ENST00000522963.6	128049584:128049586	0	2.03324469153682
ENST00000522963.6	128096517:128096519	0	2.03324469153682
ENST00000522963.6	127932052:127932054	0	2.03324469153682
ENST00000522963.6	127855162:127855164	0	2.03324469153682
ENST00000522963.6	127932027:127932029	0	2.03324469153682
ENST00000522963.6	128038916:128038918	0	2.03324469153682
ENST00000522963.6	127881800:127881802	0	2.03324469153682
ENST00000522963.6	128080302:128080304	0	2.03324469153682
ENST00000522963.6	128049587:128049589	0	2.03324469153682
ENST00000522963.6	128048447:128048449	0	2.03324469153682
ENST00000522963.6	127989161:127989163	0	2.03324469153682
ENST00000522963.6	127902455:127902457	0	2.03324469153682
ENST00000522963.6	127819908:127819910	0	2.03324469153682
ENST00000522963.6	127996560:127996562	0	2.03324469153682
ENST00000522963.6	128096520:128096522	0	2.03324469153682
ENST00000522963.6	128074069:128074071	0	2.03324469153682
ENST00000523068.2	(Intercept)	0.572442966105546	1.01878624336565
ENST00000523068.2	127818899:127818901	0	1.01878624336565
ENST00000523068.2	127882061:127882063	0	1.01878624336565
ENST00000523068.2	128100979:128100981	0	1.01878624336565
ENST00000523068.2	127803149:127803151	0	1.01878624336565
ENST00000523068.2	128082752:128082754	0	1.01878624336565
ENST00000523068.2	127854727:127854729	0	1.01878624336565
ENST00000523068.2	128069068:128069070	0	1.01878624336565
ENST00000523068.2	128099369:128099371	0	1.01878624336565
ENST00000523068.2	128031057:128031059	0	1.01878624336565
ENST00000523068.2	127855154:127855156	0	1.01878624336565
ENST00000523068.2	128031958:128031960	0	1.01878624336565
ENST00000523068.2	128074072:128074074	0	1.01878624336565
ENST00000523068.2	127816827:127816829	0	1.01878624336565
ENST00000523068.2	127851933:127851935	0	1.01878624336565
ENST00000523068.2	127932464:127932466	0	1.01878624336565
ENST00000523068.2	128070161:128070163	0	1.01878624336565
ENST00000523068.2	128070159:128070161	0	1.01878624336565
ENST00000523068.2	127890588:127890590	0	1.01878624336565
ENST00000523068.2	128049584:128049586	0	1.01878624336565
ENST00000523068.2	128096517:128096519	0	1.01878624336565
ENST00000523068.2	127932052:127932054	0	1.01878624336565
ENST00000523068.2	127855162:127855164	0	1.01878624336565
ENST00000523068.2	127932027:127932029	0	1.01878624336565
ENST00000523068.2	128038916:128038918	0	1.01878624336565
ENST00000523068.2	127881800:127881802	0	1.01878624336565
ENST00000523068.2	128080302:128080304	0	1.01878624336565
ENST00000523068.2	128049587:128049589	0	1.01878624336565
ENST00000523068.2	128048447:128048449	0	1.01878624336565
ENST00000523068.2	127989161:127989163	0	1.01878624336565
ENST00000523068.2	127902455:127902457	0	1.01878624336565
ENST00000523068.2	127819908:127819910	0	1.01878624336565
ENST00000523068.2	127996560:127996562	0	1.01878624336565
ENST00000523068.2	128096520:128096522	0	1.01878624336565
